Player,Team,Position,GW,Predicted Points
Zirkzee,MUN,FWD,22,2.3
Zirkzee,MUN,FWD,23,2.1
Zirkzee,MUN,FWD,24,2.4
Zirkzee,MUN,FWD,25,2.2
Zirkzee,MUN,FWD,26,2.3
Doku,MCI,MID,21,2.4
Doku,MCI,MID,22,2.3
Doku,MCI,MID,23,2.5
Doku,MCI,MID,24,2.0
Doku,MCI,MID,25,2.6
Doku,MCI,MID,26,2.4
Garnacho,MUN,MID,21,2.4
Garnacho,MUN,MID,22,2.3
Garnacho,MUN,MID,23,2.2
Garnacho,MUN,MID,24,2.4
Garnacho,MUN,MID,25,2.3
Garnacho,MUN,MID,26,2.2
Berge,FUL,MID,21,2.4
Berge,FUL,MID,22,2.4
Berge,FUL,MID,23,2.2
Berge,FUL,MID,24,2.2
Berge,FUL,MID,25,2.3
Berge,FUL,MID,26,2.3
Boly,NFO,DEF,21,2.4
Boly,NFO,DEF,22,2.1
Boly,NFO,DEF,23,2.3
Boly,NFO,DEF,24,2.2
Boly,NFO,DEF,25,2.5
Boly,NFO,DEF,26,2.7
Hill,BOU,DEF,21,2.4
Hill,BOU,DEF,22,2.4
Hill,BOU,DEF,23,2.0
Hill,BOU,DEF,24,2.2
Hill,BOU,DEF,25,2.1
Hill,BOU,DEF,26,2.0
Pond,WOL,DEF,21,2.4
Pond,WOL,DEF,22,2.4
Pond,WOL,DEF,23,2.1
Pond,WOL,DEF,24,2.0
Pond,WOL,DEF,25,2.4
Pond,WOL,DEF,26,2.1
Todibo,WHU,DEF,21,2.4
Todibo,WHU,DEF,22,2.4
Todibo,WHU,DEF,23,2.8
Todibo,WHU,DEF,24,2.8
Todibo,WHU,DEF,25,2.4
Todibo,WHU,DEF,26,2.8
Tosin,CHE,DEF,21,2.4
Tosin,CHE,DEF,22,2.4
Tosin,CHE,DEF,23,2.9
Tosin,CHE,DEF,24,2.3
Tosin,CHE,DEF,25,2.5
Tosin,CHE,DEF,26,2.7
Bradley,LIV,DEF,21,2.4
Bradley,LIV,DEF,22,2.8
Bradley,LIV,DEF,23,2.3
Bradley,LIV,DEF,24,2.4
Bradley,LIV,DEF,25,2.4
Bradley,LIV,DEF,26,2.8
Evanilson,BOU,FWD,21,2.4
Evanilson,BOU,FWD,22,2.4
Evanilson,BOU,FWD,23,2.7
Evanilson,BOU,FWD,24,2.4
Evanilson,BOU,FWD,25,3.1
Evanilson,BOU,FWD,26,2.8
Ugarte,MUN,MID,21,2.4
Ugarte,MUN,MID,22,2.3
Ugarte,MUN,MID,23,1.9
Ugarte,MUN,MID,24,2.3
Ugarte,MUN,MID,25,2.0
Ugarte,MUN,MID,26,2.0
Jensen,BRE,MID,21,2.4
Jensen,BRE,MID,22,2.5
Jensen,BRE,MID,23,2.6
Jensen,BRE,MID,24,2.6
Jensen,BRE,MID,25,2.7
Jensen,BRE,MID,26,2.7
Kovačić,MCI,MID,21,2.4
Kovačić,MCI,MID,22,2.3
Kovačić,MCI,MID,23,2.2
Kovačić,MCI,MID,24,2.0
Kovačić,MCI,MID,25,2.2
Kovačić,MCI,MID,26,2.1
Lerma,CRY,MID,21,2.4
Lerma,CRY,MID,22,2.4
Lerma,CRY,MID,23,2.3
Lerma,CRY,MID,24,2.3
Lerma,CRY,MID,25,2.3
Lerma,CRY,MID,26,2.2
Veltman,BHA,DEF,21,2.4
Veltman,BHA,DEF,22,2.6
Veltman,BHA,DEF,23,2.3
Veltman,BHA,DEF,24,2.5
Veltman,BHA,DEF,25,2.5
Veltman,BHA,DEF,26,2.5
Ramsey,AVL,MID,21,2.4
Ramsey,AVL,MID,22,2.1
Ramsey,AVL,MID,23,2.6
Ramsey,AVL,MID,24,2.6
Ramsey,AVL,MID,25,2.6
Ramsey,AVL,MID,26,2.4
Mario Jr.,WOL,MID,21,2.4
Mario Jr.,WOL,MID,22,2.4
Mario Jr.,WOL,MID,23,2.4
Mario Jr.,WOL,MID,24,2.6
Mario Jr.,WOL,MID,25,2.3
Mario Jr.,WOL,MID,26,2.3
O'Shea,IPS,DEF,21,2.4
O'Shea,IPS,DEF,22,2.4
O'Shea,IPS,DEF,23,2.8
O'Shea,IPS,DEF,24,2.2
O'Shea,IPS,DEF,25,2.7
O'Shea,IPS,DEF,26,2.4
Van den Berg,BRE,DEF,21,2.4
Van den Berg,BRE,DEF,22,2.5
Van den Berg,BRE,DEF,23,2.5
Van den Berg,BRE,DEF,24,2.4
Van den Berg,BRE,DEF,25,2.5
Van den Berg,BRE,DEF,26,2.4
Clyne,CRY,DEF,21,2.4
Clyne,CRY,DEF,22,2.5
Clyne,CRY,DEF,23,2.2
Clyne,CRY,DEF,24,2.5
Clyne,CRY,DEF,25,2.1
Clyne,CRY,DEF,26,2.5
Grealish,MCI,MID,21,2.4
Grealish,MCI,MID,22,2.2
Grealish,MCI,MID,23,1.9
Grealish,MCI,MID,24,1.8
Grealish,MCI,MID,25,2.0
Grealish,MCI,MID,26,1.9
Krafth,NEW,DEF,21,2.4
Krafth,NEW,DEF,22,2.4
Krafth,NEW,DEF,23,2.3
Krafth,NEW,DEF,24,2.3
Krafth,NEW,DEF,25,2.8
Krafth,NEW,DEF,26,2.3
Taylor,SOU,DEF,21,2.4
Taylor,SOU,DEF,22,2.2
Taylor,SOU,DEF,23,2.3
Taylor,SOU,DEF,24,2.1
Taylor,SOU,DEF,25,2.2
Taylor,SOU,DEF,26,2.2
Souček,WHU,MID,21,2.3
Souček,WHU,MID,22,2.4
Souček,WHU,MID,23,2.3
Souček,WHU,MID,24,2.3
Souček,WHU,MID,25,2.5
Souček,WHU,MID,26,2.1
Harwood-Bellis,SOU,DEF,21,2.3
Harwood-Bellis,SOU,DEF,22,2.2
Harwood-Bellis,SOU,DEF,23,2.2
Harwood-Bellis,SOU,DEF,24,2.1
Harwood-Bellis,SOU,DEF,25,2.2
Harwood-Bellis,SOU,DEF,26,2.1
Quansah,LIV,DEF,21,2.3
Quansah,LIV,DEF,22,2.7
Quansah,LIV,DEF,23,2.3
Quansah,LIV,DEF,24,2.3
Quansah,LIV,DEF,25,2.3
Quansah,LIV,DEF,26,2.7
Coufal,WHU,DEF,21,2.3
Coufal,WHU,DEF,22,2.3
Coufal,WHU,DEF,23,2.6
Coufal,WHU,DEF,24,2.7
Coufal,WHU,DEF,25,2.4
Coufal,WHU,DEF,26,2.6
Emerson,WHU,DEF,21,2.3
Emerson,WHU,DEF,22,2.3
Emerson,WHU,DEF,23,2.7
Emerson,WHU,DEF,24,2.7
Emerson,WHU,DEF,25,2.4
Emerson,WHU,DEF,26,2.7
Hinshelwood,BHA,MID,21,2.3
Hinshelwood,BHA,MID,22,2.4
Hinshelwood,BHA,MID,23,2.6
Hinshelwood,BHA,MID,24,2.3
Hinshelwood,BHA,MID,25,2.4
Hinshelwood,BHA,MID,26,2.6
C.Richards,CRY,DEF,21,2.3
C.Richards,CRY,DEF,22,2.5
C.Richards,CRY,DEF,23,2.3
C.Richards,CRY,DEF,24,2.5
C.Richards,CRY,DEF,25,2.2
C.Richards,CRY,DEF,26,2.5
Diego Carlos,AVL,DEF,21,2.3
Diego Carlos,AVL,DEF,22,2.7
Diego Carlos,AVL,DEF,23,2.3
Diego Carlos,AVL,DEF,24,2.5
Diego Carlos,AVL,DEF,25,2.3
Diego Carlos,AVL,DEF,26,2.4
Winks,LEI,MID,21,2.3
Winks,LEI,MID,22,2.3
Winks,LEI,MID,23,2.3
Winks,LEI,MID,24,2.2
Winks,LEI,MID,25,2.1
Winks,LEI,MID,26,2.3
McGinn,AVL,MID,21,2.3
McGinn,AVL,MID,22,2.0
McGinn,AVL,MID,23,2.6
McGinn,AVL,MID,24,2.4
McGinn,AVL,MID,25,2.6
McGinn,AVL,MID,26,2.4
Tonali,NEW,MID,21,2.3
Tonali,NEW,MID,22,2.3
Tonali,NEW,MID,23,2.6
Tonali,NEW,MID,24,2.2
Tonali,NEW,MID,25,2.1
Tonali,NEW,MID,26,2.3
Ward,CRY,DEF,21,2.3
Ward,CRY,DEF,22,2.5
Ward,CRY,DEF,23,2.2
Ward,CRY,DEF,24,2.5
Ward,CRY,DEF,25,2.1
Ward,CRY,DEF,26,2.5
Eriksen,MUN,MID,21,2.3
Eriksen,MUN,MID,22,2.2
Eriksen,MUN,MID,23,2.2
Eriksen,MUN,MID,24,2.2
Eriksen,MUN,MID,25,2.4
Eriksen,MUN,MID,26,2.2
Nørgaard,BRE,MID,21,2.3
Nørgaard,BRE,MID,22,2.3
Nørgaard,BRE,MID,23,2.4
Nørgaard,BRE,MID,24,2.4
Nørgaard,BRE,MID,25,2.4
Nørgaard,BRE,MID,26,2.5
Ward-Prowse,NFO,MID,21,2.3
Ward-Prowse,NFO,MID,22,2.5
Ward-Prowse,NFO,MID,23,2.2
Ward-Prowse,NFO,MID,24,2.5
Ward-Prowse,NFO,MID,25,2.3
Ward-Prowse,NFO,MID,26,2.2
Abbott,NFO,DEF,21,2.3
Abbott,NFO,DEF,22,2.0
Abbott,NFO,DEF,23,2.2
Abbott,NFO,DEF,24,2.1
Abbott,NFO,DEF,25,2.3
Abbott,NFO,DEF,26,2.5
Wood,SOU,DEF,21,2.3
Wood,SOU,DEF,22,2.2
Wood,SOU,DEF,23,2.2
Wood,SOU,DEF,24,2.1
Wood,SOU,DEF,25,2.1
Wood,SOU,DEF,26,2.1
Schade,BRE,MID,21,2.3
Schade,BRE,MID,22,2.3
Schade,BRE,MID,23,2.2
Schade,BRE,MID,24,2.5
Schade,BRE,MID,25,2.4
Schade,BRE,MID,26,2.4
Cash,AVL,DEF,21,2.3
Cash,AVL,DEF,22,2.6
Cash,AVL,DEF,23,2.4
Cash,AVL,DEF,24,2.5
Cash,AVL,DEF,25,2.4
Cash,AVL,DEF,26,2.4
Buonanotte,LEI,MID,21,2.3
Buonanotte,LEI,MID,22,2.2
Buonanotte,LEI,MID,23,2.5
Buonanotte,LEI,MID,24,2.2
Buonanotte,LEI,MID,25,2.0
Buonanotte,LEI,MID,26,2.2
Branthwaite,EVE,DEF,21,2.3
Branthwaite,EVE,DEF,22,2.4
Branthwaite,EVE,DEF,23,2.4
Branthwaite,EVE,DEF,24,2.3
Branthwaite,EVE,DEF,25,2.5
Branthwaite,EVE,DEF,26,2.2
Barnes,NEW,MID,21,2.3
Barnes,NEW,MID,22,2.2
Barnes,NEW,MID,23,2.6
Barnes,NEW,MID,24,2.1
Barnes,NEW,MID,25,1.9
Barnes,NEW,MID,26,2.1
Amissah,FUL,DEF,21,2.3
Amissah,FUL,DEF,22,2.1
Amissah,FUL,DEF,23,2.0
Amissah,FUL,DEF,24,2.5
Amissah,FUL,DEF,25,2.0
Amissah,FUL,DEF,26,2.0
Igor,BHA,DEF,21,2.3
Igor,BHA,DEF,22,2.5
Igor,BHA,DEF,23,2.2
Igor,BHA,DEF,24,2.4
Igor,BHA,DEF,25,2.4
Igor,BHA,DEF,26,2.3
Kiwior,ARS,DEF,21,2.3
Kiwior,ARS,DEF,22,2.2
Kiwior,ARS,DEF,23,2.3
Kiwior,ARS,DEF,24,2.2
Kiwior,ARS,DEF,25,2.2
Kiwior,ARS,DEF,26,2.2
Strand Larsen,WOL,FWD,21,2.3
Strand Larsen,WOL,FWD,22,2.3
Strand Larsen,WOL,FWD,23,2.3
Strand Larsen,WOL,FWD,24,2.5
Strand Larsen,WOL,FWD,25,2.1
Strand Larsen,WOL,FWD,26,2.3
Downes,SOU,MID,21,2.3
Downes,SOU,MID,22,2.2
Downes,SOU,MID,23,2.3
Downes,SOU,MID,24,2.2
Downes,SOU,MID,25,2.4
Downes,SOU,MID,26,2.3
Gana,EVE,MID,21,2.3
Gana,EVE,MID,22,2.2
Gana,EVE,MID,23,2.2
Gana,EVE,MID,24,2.5
Gana,EVE,MID,25,2.3
Gana,EVE,MID,26,2.2
N.Williams,NFO,DEF,21,2.3
N.Williams,NFO,DEF,22,1.9
N.Williams,NFO,DEF,23,2.2
N.Williams,NFO,DEF,24,2.0
N.Williams,NFO,DEF,25,2.3
N.Williams,NFO,DEF,26,2.5
Bella-Kotchap,SOU,DEF,21,2.3
Bella-Kotchap,SOU,DEF,22,2.1
Bella-Kotchap,SOU,DEF,23,2.1
Bella-Kotchap,SOU,DEF,24,2.0
Bella-Kotchap,SOU,DEF,25,2.1
Bella-Kotchap,SOU,DEF,26,2.1
Gakpo,LIV,FWD,21,2.3
Gakpo,LIV,FWD,22,2.3
Gakpo,LIV,FWD,23,2.6
Gakpo,LIV,FWD,24,2.1
Gakpo,LIV,FWD,25,2.5
Gakpo,LIV,FWD,26,1.9
Füllkrug,WHU,FWD,21,2.2
Füllkrug,WHU,FWD,22,2.4
Füllkrug,WHU,FWD,23,2.0
Füllkrug,WHU,FWD,24,2.0
Füllkrug,WHU,FWD,25,2.4
Füllkrug,WHU,FWD,26,1.7
Szmodics,IPS,MID,21,2.2
Szmodics,IPS,MID,22,2.1
Szmodics,IPS,MID,23,2.0
Szmodics,IPS,MID,24,2.3
Szmodics,IPS,MID,25,2.1
Szmodics,IPS,MID,26,2.2
Mavropanos,WHU,DEF,21,2.2
Mavropanos,WHU,DEF,22,2.2
Mavropanos,WHU,DEF,23,2.6
Mavropanos,WHU,DEF,24,2.7
Mavropanos,WHU,DEF,25,2.3
Mavropanos,WHU,DEF,26,2.7
Bailey,AVL,MID,21,2.2
Bailey,AVL,MID,22,1.9
Bailey,AVL,MID,23,2.9
Bailey,AVL,MID,24,2.3
Bailey,AVL,MID,25,2.8
Bailey,AVL,MID,26,2.5
Kamara,AVL,MID,21,2.2
Kamara,AVL,MID,22,2.0
Kamara,AVL,MID,23,2.3
Kamara,AVL,MID,24,2.3
Kamara,AVL,MID,25,2.3
Kamara,AVL,MID,26,2.1
Burgess,IPS,DEF,21,2.2
Burgess,IPS,DEF,22,2.3
Burgess,IPS,DEF,23,2.7
Burgess,IPS,DEF,24,2.1
Burgess,IPS,DEF,25,2.6
Burgess,IPS,DEF,26,2.3
Hughes,CRY,MID,21,2.2
Hughes,CRY,MID,22,2.2
Hughes,CRY,MID,23,2.3
Hughes,CRY,MID,24,2.1
Hughes,CRY,MID,25,2.4
Hughes,CRY,MID,26,2.0
Aribo,SOU,MID,21,2.2
Aribo,SOU,MID,22,2.1
Aribo,SOU,MID,23,2.3
Aribo,SOU,MID,24,2.2
Aribo,SOU,MID,25,2.4
Aribo,SOU,MID,26,2.4
Burns,IPS,MID,21,2.2
Burns,IPS,MID,22,2.1
Burns,IPS,MID,23,2.1
Burns,IPS,MID,24,2.3
Burns,IPS,MID,25,2.2
Burns,IPS,MID,26,2.2
Malacia,MUN,DEF,21,2.2
Malacia,MUN,DEF,22,2.4
Malacia,MUN,DEF,23,2.5
Malacia,MUN,DEF,24,2.3
Malacia,MUN,DEF,25,2.8
Malacia,MUN,DEF,26,2.3
Smallbone,SOU,MID,21,2.2
Smallbone,SOU,MID,22,2.1
Smallbone,SOU,MID,23,2.2
Smallbone,SOU,MID,24,2.2
Smallbone,SOU,MID,25,2.2
Smallbone,SOU,MID,26,2.2
Maddison,TOT,MID,21,2.2
Maddison,TOT,MID,22,2.6
Maddison,TOT,MID,23,3.4
Maddison,TOT,MID,24,2.9
Maddison,TOT,MID,25,2.7
Maddison,TOT,MID,26,2.8
Georginio,BHA,MID,21,2.2
Georginio,BHA,MID,22,2.3
Georginio,BHA,MID,23,2.3
Georginio,BHA,MID,24,2.1
Georginio,BHA,MID,25,2.1
Georginio,BHA,MID,26,2.6
J.Gomes,WOL,MID,21,2.2
J.Gomes,WOL,MID,22,2.2
J.Gomes,WOL,MID,23,2.2
J.Gomes,WOL,MID,24,2.3
J.Gomes,WOL,MID,25,2.1
J.Gomes,WOL,MID,26,2.2
Merino,ARS,MID,21,2.2
Merino,ARS,MID,22,2.3
Merino,ARS,MID,23,2.4
Merino,ARS,MID,24,2.1
Merino,ARS,MID,25,2.4
Merino,ARS,MID,26,2.4
André,WOL,MID,21,2.2
André,WOL,MID,22,2.2
André,WOL,MID,23,2.2
André,WOL,MID,24,2.3
André,WOL,MID,25,2.1
André,WOL,MID,26,2.2
Webster,BHA,DEF,21,2.2
Webster,BHA,DEF,22,2.4
Webster,BHA,DEF,23,2.1
Webster,BHA,DEF,24,2.3
Webster,BHA,DEF,25,2.3
Webster,BHA,DEF,26,2.3
Edwards,SOU,DEF,21,2.2
Edwards,SOU,DEF,22,2.1
Edwards,SOU,DEF,23,2.1
Edwards,SOU,DEF,24,2.0
Edwards,SOU,DEF,25,2.1
Edwards,SOU,DEF,26,2.0
Toffolo,NFO,DEF,21,2.2
Toffolo,NFO,DEF,22,1.8
Toffolo,NFO,DEF,23,2.1
Toffolo,NFO,DEF,24,2.0
Toffolo,NFO,DEF,25,2.2
Toffolo,NFO,DEF,26,2.4
O’Reilly,MCI,MID,21,2.2
O’Reilly,MCI,MID,22,2.1
O’Reilly,MCI,MID,23,2.1
O’Reilly,MCI,MID,24,1.9
O’Reilly,MCI,MID,25,2.2
O’Reilly,MCI,MID,26,2.1
Bree,SOU,DEF,21,2.2
Bree,SOU,DEF,22,2.1
Bree,SOU,DEF,23,2.1
Bree,SOU,DEF,24,2.0
Bree,SOU,DEF,25,2.1
Bree,SOU,DEF,26,2.0
Longstaff,NEW,MID,21,2.2
Longstaff,NEW,MID,22,2.2
Longstaff,NEW,MID,23,2.3
Longstaff,NEW,MID,24,2.0
Longstaff,NEW,MID,25,1.9
Longstaff,NEW,MID,26,2.1
Roerslev,BRE,DEF,21,2.2
Roerslev,BRE,DEF,22,2.4
Roerslev,BRE,DEF,23,2.3
Roerslev,BRE,DEF,24,2.2
Roerslev,BRE,DEF,25,2.3
Roerslev,BRE,DEF,26,2.2
Lamptey,BHA,DEF,21,2.2
Lamptey,BHA,DEF,22,2.4
Lamptey,BHA,DEF,23,2.1
Lamptey,BHA,DEF,24,2.3
Lamptey,BHA,DEF,25,2.3
Lamptey,BHA,DEF,26,2.3
Danilo,NFO,MID,21,2.2
Danilo,NFO,MID,22,2.4
Danilo,NFO,MID,23,2.1
Danilo,NFO,MID,24,2.3
Danilo,NFO,MID,25,2.2
Danilo,NFO,MID,26,2.2
Greaves,IPS,DEF,21,2.2
Greaves,IPS,DEF,22,2.3
Greaves,IPS,DEF,23,2.7
Greaves,IPS,DEF,24,2.0
Greaves,IPS,DEF,25,2.6
Greaves,IPS,DEF,26,2.3
O.Dango,BOU,MID,21,2.2
O.Dango,BOU,MID,22,2.1
O.Dango,BOU,MID,23,2.2
O.Dango,BOU,MID,24,2.0
O.Dango,BOU,MID,25,2.7
O.Dango,BOU,MID,26,2.3
Acheampong,CHE,DEF,21,2.2
Acheampong,CHE,DEF,22,2.1
Acheampong,CHE,DEF,23,2.6
Acheampong,CHE,DEF,24,2.1
Acheampong,CHE,DEF,25,2.2
Acheampong,CHE,DEF,26,2.5
Armstrong,SOU,FWD,21,2.2
Armstrong,SOU,FWD,22,2.0
Armstrong,SOU,FWD,23,2.1
Armstrong,SOU,FWD,24,2.1
Armstrong,SOU,FWD,25,2.2
Armstrong,SOU,FWD,26,2.1
Onana,AVL,MID,21,2.2
Onana,AVL,MID,22,1.9
Onana,AVL,MID,23,2.1
Onana,AVL,MID,24,2.2
Onana,AVL,MID,25,2.1
Onana,AVL,MID,26,2.0
Yoro,MUN,DEF,21,2.1
Yoro,MUN,DEF,22,2.3
Yoro,MUN,DEF,23,2.5
Yoro,MUN,DEF,24,2.2
Yoro,MUN,DEF,25,2.7
Yoro,MUN,DEF,26,2.3
Nallo,LIV,DEF,21,2.1
Nallo,LIV,DEF,22,2.5
Nallo,LIV,DEF,23,2.0
Nallo,LIV,DEF,24,2.1
Nallo,LIV,DEF,25,2.1
Nallo,LIV,DEF,26,2.6
Arthur,BRE,DEF,21,2.1
Arthur,BRE,DEF,22,2.3
Arthur,BRE,DEF,23,2.3
Arthur,BRE,DEF,24,2.2
Arthur,BRE,DEF,25,2.3
Arthur,BRE,DEF,26,2.1
Chaplin,IPS,MID,21,2.1
Chaplin,IPS,MID,22,2.0
Chaplin,IPS,MID,23,1.9
Chaplin,IPS,MID,24,2.2
Chaplin,IPS,MID,25,2.0
Chaplin,IPS,MID,26,2.1
Mudryk,CHE,MID,21,2.1
Mudryk,CHE,MID,22,2.2
Mudryk,CHE,MID,23,1.8
Mudryk,CHE,MID,24,2.2
Mudryk,CHE,MID,25,1.9
Mudryk,CHE,MID,26,1.8
G.Jesus,ARS,FWD,21,2.1
G.Jesus,ARS,FWD,22,2.2
G.Jesus,ARS,FWD,23,2.2
G.Jesus,ARS,FWD,24,2.0
G.Jesus,ARS,FWD,25,2.3
G.Jesus,ARS,FWD,26,2.3
Johnson,TOT,MID,21,2.1
Johnson,TOT,MID,22,2.4
Johnson,TOT,MID,23,3.1
Johnson,TOT,MID,24,2.7
Johnson,TOT,MID,25,2.5
Johnson,TOT,MID,26,2.6
Maatsen,AVL,DEF,21,2.1
Maatsen,AVL,DEF,22,2.4
Maatsen,AVL,DEF,23,2.3
Maatsen,AVL,DEF,24,2.4
Maatsen,AVL,DEF,25,2.2
Maatsen,AVL,DEF,26,2.3
Kacurri,ARS,DEF,21,2.1
Kacurri,ARS,DEF,22,2.0
Kacurri,ARS,DEF,23,2.2
Kacurri,ARS,DEF,24,2.1
Kacurri,ARS,DEF,25,2.1
Kacurri,ARS,DEF,26,2.1
Heaven,ARS,DEF,21,2.1
Heaven,ARS,DEF,22,2.0
Heaven,ARS,DEF,23,2.2
Heaven,ARS,DEF,24,2.1
Heaven,ARS,DEF,25,2.1
Heaven,ARS,DEF,26,2.1
Kelly,NEW,DEF,21,2.1
Kelly,NEW,DEF,22,2.2
Kelly,NEW,DEF,23,2.1
Kelly,NEW,DEF,24,2.1
Kelly,NEW,DEF,25,2.6
Kelly,NEW,DEF,26,2.1
Ayari,BHA,MID,21,2.1
Ayari,BHA,MID,22,2.2
Ayari,BHA,MID,23,2.3
Ayari,BHA,MID,24,2.1
Ayari,BHA,MID,25,2.1
Ayari,BHA,MID,26,2.5
Lukić,FUL,MID,21,2.1
Lukić,FUL,MID,22,2.1
Lukić,FUL,MID,23,1.9
Lukić,FUL,MID,24,1.9
Lukić,FUL,MID,25,2.0
Lukić,FUL,MID,26,2.0
Nichols,ARS,DEF,21,2.1
Nichols,ARS,DEF,22,2.0
Nichols,ARS,DEF,23,2.2
Nichols,ARS,DEF,24,2.1
Nichols,ARS,DEF,25,2.1
Nichols,ARS,DEF,26,2.1
Diogo J.,LIV,MID,21,2.1
Diogo J.,LIV,MID,22,2.4
Diogo J.,LIV,MID,23,2.4
Diogo J.,LIV,MID,24,2.1
Diogo J.,LIV,MID,25,2.4
Diogo J.,LIV,MID,26,2.1
J.Ayew,LEI,MID,21,2.1
J.Ayew,LEI,MID,22,2.1
J.Ayew,LEI,MID,23,2.3
J.Ayew,LEI,MID,24,2.2
J.Ayew,LEI,MID,25,2.0
J.Ayew,LEI,MID,26,2.2
Woolfenden,IPS,DEF,21,2.1
Woolfenden,IPS,DEF,22,2.2
Woolfenden,IPS,DEF,23,2.6
Woolfenden,IPS,DEF,24,2.0
Woolfenden,IPS,DEF,25,2.5
Woolfenden,IPS,DEF,26,2.2
Jones,LIV,MID,21,2.1
Jones,LIV,MID,22,2.2
Jones,LIV,MID,23,2.4
Jones,LIV,MID,24,2.0
Jones,LIV,MID,25,2.4
Jones,LIV,MID,26,2.0
João Félix,CHE,MID,21,2.1
João Félix,CHE,MID,22,2.2
João Félix,CHE,MID,23,1.8
João Félix,CHE,MID,24,2.2
João Félix,CHE,MID,25,1.9
João Félix,CHE,MID,26,1.9
Lindstrøm,EVE,MID,21,2.1
Lindstrøm,EVE,MID,22,2.1
Lindstrøm,EVE,MID,23,1.9
Lindstrøm,EVE,MID,24,2.4
Lindstrøm,EVE,MID,25,2.0
Lindstrøm,EVE,MID,26,2.0
Coady,LEI,DEF,21,2.1
Coady,LEI,DEF,22,2.1
Coady,LEI,DEF,23,2.6
Coady,LEI,DEF,24,2.2
Coady,LEI,DEF,25,2.3
Coady,LEI,DEF,26,2.2
Broadhead,IPS,MID,21,2.1
Broadhead,IPS,MID,22,2.1
Broadhead,IPS,MID,23,2.1
Broadhead,IPS,MID,24,2.4
Broadhead,IPS,MID,25,2.2
Broadhead,IPS,MID,26,2.2
Almirón,NEW,MID,21,2.1
Almirón,NEW,MID,22,2.1
Almirón,NEW,MID,23,2.1
Almirón,NEW,MID,24,2.0
Almirón,NEW,MID,25,1.8
Almirón,NEW,MID,26,2.0
Miley,NEW,MID,21,2.1
Miley,NEW,MID,22,2.1
Miley,NEW,MID,23,2.2
Miley,NEW,MID,24,2.0
Miley,NEW,MID,25,1.8
Miley,NEW,MID,26,2.0
Keane,EVE,DEF,21,2.1
Keane,EVE,DEF,22,2.2
Keane,EVE,DEF,23,2.3
Keane,EVE,DEF,24,2.2
Keane,EVE,DEF,25,2.3
Keane,EVE,DEF,26,2.0
A.Murphy,NEW,DEF,21,2.1
A.Murphy,NEW,DEF,22,2.1
A.Murphy,NEW,DEF,23,2.1
A.Murphy,NEW,DEF,24,2.0
A.Murphy,NEW,DEF,25,2.5
A.Murphy,NEW,DEF,26,2.0
Archer,SOU,FWD,21,2.1
Archer,SOU,FWD,22,2.0
Archer,SOU,FWD,23,2.0
Archer,SOU,FWD,24,2.1
Archer,SOU,FWD,25,2.1
Archer,SOU,FWD,26,2.1
Adingra,BHA,MID,21,2.1
Adingra,BHA,MID,22,2.1
Adingra,BHA,MID,23,2.3
Adingra,BHA,MID,24,2.1
Adingra,BHA,MID,25,2.2
Adingra,BHA,MID,26,2.5
Cajuste,IPS,MID,21,2.1
Cajuste,IPS,MID,22,2.0
Cajuste,IPS,MID,23,2.0
Cajuste,IPS,MID,24,2.2
Cajuste,IPS,MID,25,2.0
Cajuste,IPS,MID,26,2.1
Chukwuemeka,CHE,MID,21,2.1
Chukwuemeka,CHE,MID,22,2.1
Chukwuemeka,CHE,MID,23,1.8
Chukwuemeka,CHE,MID,24,2.1
Chukwuemeka,CHE,MID,25,1.9
Chukwuemeka,CHE,MID,26,1.9
Faes,LEI,DEF,21,2.1
Faes,LEI,DEF,22,2.1
Faes,LEI,DEF,23,2.6
Faes,LEI,DEF,24,2.2
Faes,LEI,DEF,25,2.2
Faes,LEI,DEF,26,2.1
Meghoma,BRE,DEF,21,2.1
Meghoma,BRE,DEF,22,2.2
Meghoma,BRE,DEF,23,2.2
Meghoma,BRE,DEF,24,2.1
Meghoma,BRE,DEF,25,2.2
Meghoma,BRE,DEF,26,2.1
Ji-soo,BRE,DEF,21,2.1
Ji-soo,BRE,DEF,22,2.2
Ji-soo,BRE,DEF,23,2.2
Ji-soo,BRE,DEF,24,2.1
Ji-soo,BRE,DEF,25,2.2
Ji-soo,BRE,DEF,26,2.1
Dixon,EVE,DEF,21,2.1
Dixon,EVE,DEF,22,2.2
Dixon,EVE,DEF,23,2.2
Dixon,EVE,DEF,24,2.1
Dixon,EVE,DEF,25,2.3
Dixon,EVE,DEF,26,2.0
McAteer,LEI,MID,21,2.1
McAteer,LEI,MID,22,2.0
McAteer,LEI,MID,23,2.1
McAteer,LEI,MID,24,2.0
McAteer,LEI,MID,25,1.9
McAteer,LEI,MID,26,2.1
Targett,NEW,DEF,21,2.1
Targett,NEW,DEF,22,2.1
Targett,NEW,DEF,23,2.0
Targett,NEW,DEF,24,2.0
Targett,NEW,DEF,25,2.5
Targett,NEW,DEF,26,2.0
Hause,AVL,DEF,21,2.0
Hause,AVL,DEF,22,2.4
Hause,AVL,DEF,23,2.1
Hause,AVL,DEF,24,2.2
Hause,AVL,DEF,25,2.0
Hause,AVL,DEF,26,2.1
Swinkels,AVL,DEF,21,2.0
Swinkels,AVL,DEF,22,2.4
Swinkels,AVL,DEF,23,2.1
