Player,Team,Position,GW,Predicted Points
Palmer,CHE,MID,21,6.0
Palmer,CHE,MID,22,6.4
Palmer,CHE,MID,23,4.4
Palmer,CHE,MID,24,6.5
Palmer,CHE,MID,25,4.8
Palmer,CHE,MID,26,4.8
M.Salah,LIV,MID,21,5.5
M.Salah,LIV,MID,22,6.4
M.Salah,LIV,MID,23,6.2
M.Salah,LIV,MID,24,5.0
M.Salah,LIV,MID,25,6.3
M.Salah,LIV,MID,26,5.0
Isak,NEW,FWD,21,5.1
Isak,NEW,FWD,22,5.1
Isak,NEW,FWD,23,5.1
Isak,NEW,FWD,24,5.1
Isak,NEW,FWD,25,3.8
Isak,NEW,FWD,26,5.3
Forster,TOT,GK,21,4.6
Forster,TOT,GK,22,4.0
Forster,TOT,GK,23,3.3
Forster,TOT,GK,24,4.3
Forster,TOT,GK,25,3.4
Forster,TOT,GK,26,3.5
José Sá,WOL,GK,21,4.5
José Sá,WOL,GK,22,4.5
José Sá,WOL,GK,23,3.6
José Sá,WOL,GK,24,3.4
José Sá,WOL,GK,25,5.0
José Sá,WOL,GK,26,4.3
Travers,BOU,GK,21,4.4
Travers,BOU,GK,22,4.4
Travers,BOU,GK,23,3.3
Travers,BOU,GK,24,3.9
Travers,BOU,GK,25,4.2
Travers,BOU,GK,26,3.2
Austin,TOT,GK,21,4.4
Austin,TOT,GK,22,3.7
Austin,TOT,GK,23,3.3
Austin,TOT,GK,24,4.0
Austin,TOT,GK,25,3.3
Austin,TOT,GK,26,3.2
Whiteman,TOT,GK,21,4.4
Whiteman,TOT,GK,22,3.7
Whiteman,TOT,GK,23,3.3
Whiteman,TOT,GK,24,4.0
Whiteman,TOT,GK,25,3.4
Whiteman,TOT,GK,26,3.2
Leno,FUL,GK,21,4.3
Leno,FUL,GK,22,4.0
Leno,FUL,GK,23,3.9
Leno,FUL,GK,24,4.8
Leno,FUL,GK,25,3.9
Leno,FUL,GK,26,3.9
B.Fernandes,MUN,MID,21,4.3
B.Fernandes,MUN,MID,22,4.2
B.Fernandes,MUN,MID,23,3.8
B.Fernandes,MUN,MID,24,4.1
B.Fernandes,MUN,MID,25,4.2
B.Fernandes,MUN,MID,26,3.6
Ramsdale,SOU,GK,21,4.3
Ramsdale,SOU,GK,22,3.8
Ramsdale,SOU,GK,23,3.7
Ramsdale,SOU,GK,24,3.4
Ramsdale,SOU,GK,25,3.5
Ramsdale,SOU,GK,26,3.5
Dennis,BOU,GK,21,4.2
Dennis,BOU,GK,22,4.2
Dennis,BOU,GK,23,3.4
Dennis,BOU,GK,24,3.9
Dennis,BOU,GK,25,4.0
Dennis,BOU,GK,26,3.3
King,WOL,GK,21,4.2
King,WOL,GK,22,4.2
King,WOL,GK,23,3.4
King,WOL,GK,24,3.2
King,WOL,GK,25,4.7
King,WOL,GK,26,4.0
McCarthy,SOU,GK,21,4.2
McCarthy,SOU,GK,22,3.7
McCarthy,SOU,GK,23,3.7
McCarthy,SOU,GK,24,3.4
McCarthy,SOU,GK,25,3.5
McCarthy,SOU,GK,26,3.5
Haaland,MCI,FWD,21,4.2
Haaland,MCI,FWD,22,4.3
Haaland,MCI,FWD,23,4.7
Haaland,MCI,FWD,24,3.5
Haaland,MCI,FWD,25,4.9
Haaland,MCI,FWD,26,4.5
Mbeumo,BRE,MID,21,4.2
Mbeumo,BRE,MID,22,4.7
Mbeumo,BRE,MID,23,5.1
Mbeumo,BRE,MID,24,5.3
Mbeumo,BRE,MID,25,5.6
Mbeumo,BRE,MID,26,5.5
Johnstone,WOL,GK,21,4.2
Johnstone,WOL,GK,22,4.2
Johnstone,WOL,GK,23,3.3
Johnstone,WOL,GK,24,3.1
Johnstone,WOL,GK,25,4.7
Johnstone,WOL,GK,26,4.0
Bentley,WOL,GK,21,4.2
Bentley,WOL,GK,22,4.2
Bentley,WOL,GK,23,3.4
Bentley,WOL,GK,24,3.2
Bentley,WOL,GK,25,4.7
Bentley,WOL,GK,26,4.0
Martinez,AVL,GK,21,4.1
Martinez,AVL,GK,22,4.8
Martinez,AVL,GK,23,3.4
Martinez,AVL,GK,24,4.1
Martinez,AVL,GK,25,3.0
Martinez,AVL,GK,26,3.6
Brits,MCI,GK,21,4.1
Brits,MCI,GK,22,3.3
Brits,MCI,GK,23,3.6
Brits,MCI,GK,24,4.4
Brits,MCI,GK,25,3.7
Brits,MCI,GK,26,4.0
Flekken,BRE,GK,21,4.0
Flekken,BRE,GK,22,4.1
Flekken,BRE,GK,23,4.4
Flekken,BRE,GK,24,3.9
Flekken,BRE,GK,25,4.3
Flekken,BRE,GK,26,4.0
Lumley,SOU,GK,21,4.0
Lumley,SOU,GK,22,3.5
Lumley,SOU,GK,23,3.6
Lumley,SOU,GK,24,3.2
Lumley,SOU,GK,25,3.4
Lumley,SOU,GK,26,3.4
Carson,MCI,GK,21,4.0
Carson,MCI,GK,22,3.2
Carson,MCI,GK,23,3.5
Carson,MCI,GK,24,4.4
Carson,MCI,GK,25,3.7
Carson,MCI,GK,26,3.9
C.Miguel,NFO,GK,21,4.0
C.Miguel,NFO,GK,22,3.0
C.Miguel,NFO,GK,23,4.3
C.Miguel,NFO,GK,24,3.5
C.Miguel,NFO,GK,25,4.2
C.Miguel,NFO,GK,26,4.5
Sels,NFO,GK,21,3.9
Sels,NFO,GK,22,3.0
Sels,NFO,GK,23,4.2
Sels,NFO,GK,24,3.5
Sels,NFO,GK,25,4.1
Sels,NFO,GK,26,4.4
Raya,ARS,GK,21,3.9
Raya,ARS,GK,22,3.5
Raya,ARS,GK,23,4.0
Raya,ARS,GK,24,4.1
Raya,ARS,GK,25,3.8
Raya,ARS,GK,26,3.6
A.Becker,LIV,GK,21,3.9
A.Becker,LIV,GK,22,4.4
A.Becker,LIV,GK,23,3.0
A.Becker,LIV,GK,24,4.4
A.Becker,LIV,GK,25,3.4
A.Becker,LIV,GK,26,5.0
Alexander-Arnold,LIV,DEF,21,3.9
Alexander-Arnold,LIV,DEF,22,4.4
Alexander-Arnold,LIV,DEF,23,4.3
Alexander-Arnold,LIV,DEF,24,3.8
Alexander-Arnold,LIV,DEF,25,4.4
Alexander-Arnold,LIV,DEF,26,4.1
Trippier,NEW,DEF,21,3.9
Trippier,NEW,DEF,22,3.9
Trippier,NEW,DEF,23,3.8
Trippier,NEW,DEF,24,3.7
Trippier,NEW,DEF,25,3.6
Trippier,NEW,DEF,26,3.8
Kelleher,LIV,GK,21,3.9
Kelleher,LIV,GK,22,4.3
Kelleher,LIV,GK,23,3.0
Kelleher,LIV,GK,24,4.4
Kelleher,LIV,GK,25,3.4
Kelleher,LIV,GK,26,4.9
Olsen,AVL,GK,21,3.8
Olsen,AVL,GK,22,4.5
Olsen,AVL,GK,23,3.2
Olsen,AVL,GK,24,3.8
Olsen,AVL,GK,25,2.8
Olsen,AVL,GK,26,3.4
Henderson,CRY,GK,21,3.8
Henderson,CRY,GK,22,4.0
Henderson,CRY,GK,23,3.2
Henderson,CRY,GK,24,4.4
Henderson,CRY,GK,25,3.0
Henderson,CRY,GK,26,4.2
Valdimarsson,BRE,GK,21,3.8
Valdimarsson,BRE,GK,22,3.9
Valdimarsson,BRE,GK,23,3.7
Valdimarsson,BRE,GK,24,3.6
Valdimarsson,BRE,GK,25,3.6
Valdimarsson,BRE,GK,26,3.4
Ederson M.,MCI,GK,21,3.8
Ederson M.,MCI,GK,22,3.0
Ederson M.,MCI,GK,23,3.2
Ederson M.,MCI,GK,24,4.1
Ederson M.,MCI,GK,25,3.3
Ederson M.,MCI,GK,26,3.6
Setford,ARS,GK,21,3.7
Setford,ARS,GK,22,3.3
Setford,ARS,GK,23,3.9
Setford,ARS,GK,24,3.9
Setford,ARS,GK,25,3.8
Setford,ARS,GK,26,3.4
Benda,FUL,GK,21,3.7
Benda,FUL,GK,22,3.5
Benda,FUL,GK,23,3.4
Benda,FUL,GK,24,4.2
Benda,FUL,GK,25,3.4
Benda,FUL,GK,26,3.4
Neto,ARS,GK,21,3.7
Neto,ARS,GK,22,3.2
Neto,ARS,GK,23,3.9
Neto,ARS,GK,24,3.8
Neto,ARS,GK,25,3.7
Neto,ARS,GK,26,3.3
Gauci,AVL,GK,21,3.7
Gauci,AVL,GK,22,4.4
Gauci,AVL,GK,23,3.3
Gauci,AVL,GK,24,3.6
Gauci,AVL,GK,25,2.9
Gauci,AVL,GK,26,3.5
Zych,AVL,GK,21,3.7
Zych,AVL,GK,22,4.4
Zych,AVL,GK,23,3.3
Zych,AVL,GK,24,3.6
Zych,AVL,GK,25,2.9
Zych,AVL,GK,26,3.5
Saliba,ARS,DEF,21,3.7
Saliba,ARS,DEF,22,3.6
Saliba,ARS,DEF,23,3.8
Saliba,ARS,DEF,24,3.6
Saliba,ARS,DEF,25,3.8
Saliba,ARS,DEF,26,3.7
McNeil,EVE,MID,21,3.7
McNeil,EVE,MID,22,3.4
McNeil,EVE,MID,23,3.3
McNeil,EVE,MID,24,4.1
McNeil,EVE,MID,25,3.4
McNeil,EVE,MID,26,3.4
Ortega Moreno,MCI,GK,21,3.6
Ortega Moreno,MCI,GK,22,2.9
Ortega Moreno,MCI,GK,23,3.4
Ortega Moreno,MCI,GK,24,4.0
Ortega Moreno,MCI,GK,25,3.5
Ortega Moreno,MCI,GK,26,3.7
Gordon,NEW,MID,21,3.6
Gordon,NEW,MID,22,3.4
Gordon,NEW,MID,23,3.8
Gordon,NEW,MID,24,3.2
Gordon,NEW,MID,25,2.7
Gordon,NEW,MID,26,3.3
Muric,IPS,GK,21,3.6
Muric,IPS,GK,22,4.0
Muric,IPS,GK,23,5.2
Muric,IPS,GK,24,3.1
Muric,IPS,GK,25,4.7
Muric,IPS,GK,26,3.8
Steele,BHA,GK,21,3.6
Steele,BHA,GK,22,4.4
Steele,BHA,GK,23,3.0
Steele,BHA,GK,24,3.9
Steele,BHA,GK,25,3.5
Steele,BHA,GK,26,4.4
Bruno G.,NEW,MID,21,3.6
Bruno G.,NEW,MID,22,3.5
Bruno G.,NEW,MID,23,3.7
Bruno G.,NEW,MID,24,3.3
Bruno G.,NEW,MID,25,3.0
Bruno G.,NEW,MID,26,3.4
Iwobi,FUL,MID,21,3.6
Iwobi,FUL,MID,22,3.6
Iwobi,FUL,MID,23,3.4
Iwobi,FUL,MID,24,3.3
Iwobi,FUL,MID,25,3.5
Iwobi,FUL,MID,26,3.4
Davies,LIV,GK,21,3.6
Davies,LIV,GK,22,4.0
Davies,LIV,GK,23,2.9
Davies,LIV,GK,24,4.0
Davies,LIV,GK,25,3.3
Davies,LIV,GK,26,4.6
Walton,IPS,GK,21,3.5
Walton,IPS,GK,22,3.9
Walton,IPS,GK,23,5.0
Walton,IPS,GK,24,3.0
Walton,IPS,GK,25,4.5
Walton,IPS,GK,26,3.7
Jørgensen,CHE,GK,21,3.5
Jørgensen,CHE,GK,22,3.3
Jørgensen,CHE,GK,23,4.8
Jørgensen,CHE,GK,24,3.3
Jørgensen,CHE,GK,25,4.1
Jørgensen,CHE,GK,26,4.4
Ødegaard,ARS,MID,21,3.5
Ødegaard,ARS,MID,22,3.7
Ødegaard,ARS,MID,23,3.7
Ødegaard,ARS,MID,24,3.2
Ødegaard,ARS,MID,25,3.7
Ødegaard,ARS,MID,26,3.9
Sánchez,CHE,GK,21,3.5
Sánchez,CHE,GK,22,3.3
Sánchez,CHE,GK,23,5.2
Sánchez,CHE,GK,24,3.3
Sánchez,CHE,GK,25,4.5
Sánchez,CHE,GK,26,4.8
Bettinelli,CHE,GK,21,3.5
Bettinelli,CHE,GK,22,3.3
Bettinelli,CHE,GK,23,4.6
Bettinelli,CHE,GK,24,3.3
Bettinelli,CHE,GK,25,3.9
Bettinelli,CHE,GK,26,4.2
Bergström,CHE,GK,21,3.5
Bergström,CHE,GK,22,3.3
Bergström,CHE,GK,23,4.6
Bergström,CHE,GK,24,3.3
Bergström,CHE,GK,25,3.9
Bergström,CHE,GK,26,4.2
Verbruggen,BHA,GK,21,3.5
Verbruggen,BHA,GK,22,4.3
Verbruggen,BHA,GK,23,3.1
Verbruggen,BHA,GK,24,3.8
Verbruggen,BHA,GK,25,3.5
Verbruggen,BHA,GK,26,4.3
Jaros,LIV,GK,21,3.5
Jaros,LIV,GK,22,3.9
Jaros,LIV,GK,23,2.8
Jaros,LIV,GK,24,4.0
Jaros,LIV,GK,25,3.2
Jaros,LIV,GK,26,4.5
Slicker,IPS,GK,21,3.5
Slicker,IPS,GK,22,3.8
Slicker,IPS,GK,23,4.7
Slicker,IPS,GK,24,2.9
Slicker,IPS,GK,25,4.2
Slicker,IPS,GK,26,3.7
Matthews,CRY,GK,21,3.5
Matthews,CRY,GK,22,3.7
Matthews,CRY,GK,23,3.3
Matthews,CRY,GK,24,4.0
Matthews,CRY,GK,25,3.1
Matthews,CRY,GK,26,3.9
Pope,NEW,GK,21,3.5
Pope,NEW,GK,22,3.7
Pope,NEW,GK,23,4.1
Pope,NEW,GK,24,3.6
Pope,NEW,GK,25,4.7
Pope,NEW,GK,26,3.5
Foden,MCI,MID,21,3.4
Foden,MCI,MID,22,3.3
Foden,MCI,MID,23,3.4
Foden,MCI,MID,24,2.5
Foden,MCI,MID,25,3.5
Foden,MCI,MID,26,3.2
Turner,CRY,GK,21,3.4
Turner,CRY,GK,22,3.7
Turner,CRY,GK,23,3.3
Turner,CRY,GK,24,4.0
Turner,CRY,GK,25,3.0
Turner,CRY,GK,26,3.9
Areola,WHU,GK,21,3.4
Areola,WHU,GK,22,3.3
Areola,WHU,GK,23,4.3
Areola,WHU,GK,24,4.3
Areola,WHU,GK,25,3.3
Areola,WHU,GK,26,4.5
Foderingham,WHU,GK,21,3.4
Foderingham,WHU,GK,22,3.3
Foderingham,WHU,GK,23,4.4
Foderingham,WHU,GK,24,4.4
Foderingham,WHU,GK,25,3.3
Foderingham,WHU,GK,26,4.6
Sávio,MCI,MID,21,3.4
Sávio,MCI,MID,22,3.4
Sávio,MCI,MID,23,3.8
Sávio,MCI,MID,24,2.9
Sávio,MCI,MID,25,3.9
Sávio,MCI,MID,26,3.7
Pedro Porro,TOT,DEF,21,3.4
Pedro Porro,TOT,DEF,22,3.3
Pedro Porro,TOT,DEF,23,3.8
Pedro Porro,TOT,DEF,24,3.7
Pedro Porro,TOT,DEF,25,3.4
Pedro Porro,TOT,DEF,26,3.3
Pickford,EVE,GK,21,3.4
Pickford,EVE,GK,22,3.8
Pickford,EVE,GK,23,4.0
Pickford,EVE,GK,24,3.4
Pickford,EVE,GK,25,3.9
Pickford,EVE,GK,26,3.5
Robinson,FUL,DEF,21,3.4
Robinson,FUL,DEF,22,3.2
Robinson,FUL,DEF,23,3.2
Robinson,FUL,DEF,24,3.4
Robinson,FUL,DEF,25,3.3
Robinson,FUL,DEF,26,3.3
Iversen,LEI,GK,21,3.4
Iversen,LEI,GK,22,3.4
Iversen,LEI,GK,23,4.3
Iversen,LEI,GK,24,3.7
Iversen,LEI,GK,25,3.4
Iversen,LEI,GK,26,3.3
Stolarczyk,LEI,GK,21,3.4
Stolarczyk,LEI,GK,22,3.4
Stolarczyk,LEI,GK,23,4.3
Stolarczyk,LEI,GK,24,3.7
Stolarczyk,LEI,GK,25,3.4
Stolarczyk,LEI,GK,26,3.3
De Bruyne,MCI,MID,21,3.4
De Bruyne,MCI,MID,22,3.3
De Bruyne,MCI,MID,23,3.4
De Bruyne,MCI,MID,24,2.6
De Bruyne,MCI,MID,25,3.5
De Bruyne,MCI,MID,26,3.3
Gvardiol,MCI,DEF,21,3.3
Gvardiol,MCI,DEF,22,2.9
Gvardiol,MCI,DEF,23,3.1
Gvardiol,MCI,DEF,24,3.2
Gvardiol,MCI,DEF,25,3.1
Gvardiol,MCI,DEF,26,3.2
Odysseas,NEW,GK,21,3.3
Odysseas,NEW,GK,22,3.5
Odysseas,NEW,GK,23,4.3
Odysseas,NEW,GK,24,3.5
Odysseas,NEW,GK,25,4.9
Odysseas,NEW,GK,26,3.4
Ruddy,NEW,GK,21,3.3
Ruddy,NEW,GK,22,3.5
Ruddy,NEW,GK,23,4.0
Ruddy,NEW,GK,24,3.4
Ruddy,NEW,GK,25,4.6
Ruddy,NEW,GK,26,3.4
Fabianski,WHU,GK,21,3.3
Fabianski,WHU,GK,22,3.2
Fabianski,WHU,GK,23,4.1
Fabianski,WHU,GK,24,4.1
Fabianski,WHU,GK,25,3.2
Fabianski,WHU,GK,26,4.3
Ward,LEI,GK,21,3.3
Ward,LEI,GK,22,3.3
Ward,LEI,GK,23,4.2
Ward,LEI,GK,24,3.6
Ward,LEI,GK,25,3.3
Ward,LEI,GK,26,3.3
Wissa,BRE,FWD,21,3.3
Wissa,BRE,FWD,22,3.3
Wissa,BRE,FWD,23,3.5
Wissa,BRE,FWD,24,3.8
Wissa,BRE,FWD,25,3.7
Wissa,BRE,FWD,26,3.8
Enzo,CHE,MID,21,3.2
Enzo,CHE,MID,22,3.3
Enzo,CHE,MID,23,2.9
Enzo,CHE,MID,24,3.2
Enzo,CHE,MID,25,3.1
Enzo,CHE,MID,26,3.0
Robertson,LIV,DEF,21,3.2
Robertson,LIV,DEF,22,3.7
Robertson,LIV,DEF,23,3.5
Robertson,LIV,DEF,24,3.2
Robertson,LIV,DEF,25,3.6
Robertson,LIV,DEF,26,3.5
Hall,NEW,DEF,21,3.2
Hall,NEW,DEF,22,3.2
Hall,NEW,DEF,23,3.2
Hall,NEW,DEF,24,3.1
Hall,NEW,DEF,25,3.3
Hall,NEW,DEF,26,3.1
Cahill,BHA,GK,21,3.2
Cahill,BHA,GK,22,4.1
Cahill,BHA,GK,23,3.1
Cahill,BHA,GK,24,3.6
Cahill,BHA,GK,25,3.5
Cahill,BHA,GK,26,4.0
Begovic,EVE,GK,21,3.2
Begovic,EVE,GK,22,3.7
Begovic,EVE,GK,23,3.9
Begovic,EVE,GK,24,3.3
Begovic,EVE,GK,25,3.8
Begovic,EVE,GK,26,3.4
J.Virginia,EVE,GK,21,3.2
J.Virginia,EVE,GK,22,3.7
J.Virginia,EVE,GK,23,3.9
J.Virginia,EVE,GK,24,3.3
J.Virginia,EVE,GK,25,3.8
J.Virginia,EVE,GK,26,3.4
Gibbs-White,NFO,MID,21,3.2
Gibbs-White,NFO,MID,22,3.6
Gibbs-White,NFO,MID,23,2.8
Gibbs-White,NFO,MID,24,3.5
Gibbs-White,NFO,MID,25,3.0
Gibbs-White,NFO,MID,26,2.9
Rice,ARS,MID,21,3.2
Rice,ARS,MID,22,3.4
Rice,ARS,MID,23,3.7
Rice,ARS,MID,24,3.2
Rice,ARS,MID,25,3.8
Rice,ARS,MID,26,3.7
Aina,NFO,DEF,21,3.2
Aina,NFO,DEF,22,3.1
Aina,NFO,DEF,23,3.1
Aina,NFO,DEF,24,3.1
Aina,NFO,DEF,25,3.2
Aina,NFO,DEF,26,3.4
J.Murphy,NEW,MID,21,3.2
J.Murphy,NEW,MID,22,3.0
J.Murphy,NEW,MID,23,3.7
J.Murphy,NEW,MID,24,2.9
J.Murphy,NEW,MID,25,2.7
J.Murphy,NEW,MID,26,3.0
Dúbravka,NEW,GK,21,3.2
Dúbravka,NEW,GK,22,3.4
Dúbravka,NEW,GK,23,4.0
Dúbravka,NEW,GK,24,3.3
Dúbravka,NEW,GK,25,4.7
Dúbravka,NEW,GK,26,3.2
Sancho,CHE,MID,21,3.2
Sancho,CHE,MID,22,3.3
Sancho,CHE,MID,23,2.6
Sancho,CHE,MID,24,3.4
Sancho,CHE,MID,25,2.8
Sancho,CHE,MID,26,2.7
N.Jackson,CHE,FWD,21,3.2
N.Jackson,CHE,FWD,22,3.2
N.Jackson,CHE,FWD,23,2.4
N.Jackson,CHE,FWD,24,3.2
N.Jackson,CHE,FWD,25,2.7
N.Jackson,CHE,FWD,26,2.6
Eze,CRY,MID,21,3.1
Eze,CRY,MID,22,3.2
Eze,CRY,MID,23,3.1
Eze,CRY,MID,24,3.1
Eze,CRY,MID,25,3.2
Eze,CRY,MID,26,3.0
Zabarnyi,BOU,DEF,21,3.1
Zabarnyi,BOU,DEF,22,3.2
Zabarnyi,BOU,DEF,23,2.7
Zabarnyi,BOU,DEF,24,2.9
Zabarnyi,BOU,DEF,25,2.9
Zabarnyi,BOU,DEF,26,2.8
Walker,MCI,DEF,21,3.1
Walker,MCI,DEF,22,2.7
Walker,MCI,DEF,23,2.8
Walker,MCI,DEF,24,3.0
Walker,MCI,DEF,25,2.8
Walker,MCI,DEF,26,2.9
J.Timber,ARS,DEF,21,3.1
J.Timber,ARS,DEF,22,3.1
J.Timber,ARS,DEF,23,3.2
J.Timber,ARS,DEF,24,3.0
J.Timber,ARS,DEF,25,3.1
J.Timber,ARS,DEF,26,3.2
Bernardo,MCI,MID,21,3.1
Bernardo,MCI,MID,22,3.0
Bernardo,MCI,MID,23,3.0
Bernardo,MCI,MID,24,2.5
Bernardo,MCI,MID,25,3.1
Bernardo,MCI,MID,26,2.9
Amad,MUN,MID,21,3.1
Amad,MUN,MID,22,3.0
Amad,MUN,MID,23,2.8
Amad,MUN,MID,24,3.1
Amad,MUN,MID,25,3.0
Amad,MUN,MID,26,2.8
Raúl,FUL,FWD,21,3.1
Raúl,FUL,FWD,22,3.3
Raúl,FUL,FWD,23,3.4
Raúl,FUL,FWD,24,3.0
Raúl,FUL,FWD,25,3.5
Raúl,FUL,FWD,26,3.6
Calafiori,ARS,DEF,21,3.1
Calafiori,ARS,DEF,22,3.1
Calafiori,ARS,DEF,23,3.1
Calafiori,ARS,DEF,24,3.0
Calafiori,ARS,DEF,25,3.0
Calafiori,ARS,DEF,26,3.2
Delap,IPS,FWD,21,3.1
Delap,IPS,FWD,22,2.8
Delap,IPS,FWD,23,2.4
Delap,IPS,FWD,24,3.3
Delap,IPS,FWD,25,2.5
Delap,IPS,FWD,26,2.9
Andersen,FUL,DEF,21,3.1
Andersen,FUL,DEF,22,3.0
Andersen,FUL,DEF,23,2.9
Andersen,FUL,DEF,24,3.2
Andersen,FUL,DEF,25,3.0
Andersen,FUL,DEF,26,2.9
Gabriel,ARS,DEF,21,3.1
Gabriel,ARS,DEF,22,3.0
Gabriel,ARS,DEF,23,3.2
Gabriel,ARS,DEF,24,3.0
Gabriel,ARS,DEF,25,3.1
Gabriel,ARS,DEF,26,3.1
I.Sarr,CRY,MID,21,3.0
I.Sarr,CRY,MID,22,3.0
I.Sarr,CRY,MID,23,2.8
I.Sarr,CRY,MID,24,2.8
I.Sarr,CRY,MID,25,2.9
I.Sarr,CRY,MID,26,2.7
Murillo,NFO,DEF,21,3.0
Murillo,NFO,DEF,22,2.9
Murillo,NFO,DEF,23,2.9
Murillo,NFO,DEF,24,2.9
Murillo,NFO,DEF,25,3.0
Murillo,NFO,DEF,26,3.2
Onana,MUN,GK,21,3.0
Onana,MUN,GK,22,3.6
Onana,MUN,GK,23,4.3
Onana,MUN,GK,24,3.4
Onana,MUN,GK,25,4.7
Onana,MUN,GK,26,4.1
Mitchell,CRY,DEF,21,3.0
Mitchell,CRY,DEF,22,3.2
Mitchell,CRY,DEF,23,3.1
Mitchell,CRY,DEF,24,3.1
Mitchell,CRY,DEF,25,3.0
Mitchell,CRY,DEF,26,3.1
Bayindir,MUN,GK,21,3.0
Bayindir,MUN,GK,22,3.5
Bayindir,MUN,GK,23,4.2
Bayindir,MUN,GK,24,3.4
Bayindir,MUN,GK,25,4.6
Bayindir,MUN,GK,26,4.0
Kerkez,BOU,DEF,21,3.0
Kerkez,BOU,DEF,22,3.0
Kerkez,BOU,DEF,23,3.1
Kerkez,BOU,DEF,24,3.1
Kerkez,BOU,DEF,25,2.8
Kerkez,BOU,DEF,26,3.1
Aït-Nouri,WOL,DEF,21,3.0
Aït-Nouri,WOL,DEF,22,3.0
Aït-Nouri,WOL,DEF,23,2.6
Aït-Nouri,WOL,DEF,24,2.6
Aït-Nouri,WOL,DEF,25,3.0
Aït-Nouri,WOL,DEF,26,2.7
Kudus,WHU,MID,21,3.0
Kudus,WHU,MID,22,3.0
Kudus,WHU,MID,23,2.7
Kudus,WHU,MID,24,2.7
Kudus,WHU,MID,25,3.1
Kudus,WHU,MID,26,2.4
Watkins,AVL,FWD,21,3.0
Watkins,AVL,FWD,22,2.4
Watkins,AVL,FWD,23,3.4
Watkins,AVL,FWD,24,2.9
Watkins,AVL,FWD,25,3.4
Watkins,AVL,FWD,26,3.0
Akanji,MCI,DEF,21,3.0
Akanji,MCI,DEF,22,2.5
Akanji,MCI,DEF,23,2.6
Akanji,MCI,DEF,24,2.9
Akanji,MCI,DEF,25,2.7
Akanji,MCI,DEF,26,2.8
Damsgaard,BRE,MID,21,3.0
Damsgaard,BRE,MID,22,3.0
Damsgaard,BRE,MID,23,3.2
Damsgaard,BRE,MID,24,3.2
Damsgaard,BRE,MID,25,3.4
Damsgaard,BRE,MID,26,3.4
Havertz,ARS,FWD,21,2.9
Havertz,ARS,FWD,22,3.0
Havertz,ARS,FWD,23,2.8
Havertz,ARS,FWD,24,2.8
Havertz,ARS,FWD,25,2.9
Havertz,ARS,FWD,26,3.1
Heaton,MUN,GK,21,2.9
Heaton,MUN,GK,22,3.5
Heaton,MUN,GK,23,3.9
Heaton,MUN,GK,24,3.4
Heaton,MUN,GK,25,4.3
Heaton,MUN,GK,26,3.7
Aké,MCI,DEF,21,2.9
Aké,MCI,DEF,22,2.5
Aké,MCI,DEF,23,2.6
Aké,MCI,DEF,24,2.9
Aké,MCI,DEF,25,2.6
Aké,MCI,DEF,26,2.7
Tielemans,AVL,MID,21,2.9
Tielemans,AVL,MID,22,2.6
Tielemans,AVL,MID,23,3.0
Tielemans,AVL,MID,24,3.1
Tielemans,AVL,MID,25,2.9
Tielemans,AVL,MID,26,2.7
Tarkowski,EVE,DEF,21,2.9
Tarkowski,EVE,DEF,22,3.0
Tarkowski,EVE,DEF,23,3.0
Tarkowski,EVE,DEF,24,3.1
Tarkowski,EVE,DEF,25,3.1
Tarkowski,EVE,DEF,26,2.8
Muñoz,CRY,DEF,21,2.9
Muñoz,CRY,DEF,22,3.1
Muñoz,CRY,DEF,23,2.9
Muñoz,CRY,DEF,24,3.0
Muñoz,CRY,DEF,25,2.8
Muñoz,CRY,DEF,26,3.0
Rúben,MCI,DEF,21,2.9
Rúben,MCI,DEF,22,2.5
Rúben,MCI,DEF,23,2.6
Rúben,MCI,DEF,24,2.9
Rúben,MCI,DEF,25,2.6
Rúben,MCI,DEF,26,2.7
Szoboszlai,LIV,MID,21,2.9
Szoboszlai,LIV,MID,22,3.2
Szoboszlai,LIV,MID,23,3.0
Szoboszlai,LIV,MID,24,2.7
Szoboszlai,LIV,MID,25,3.1
Szoboszlai,LIV,MID,26,2.7
Lacroix,CRY,DEF,21,2.9
Lacroix,CRY,DEF,22,3.0
Lacroix,CRY,DEF,23,2.7
Lacroix,CRY,DEF,24,3.0
Lacroix,CRY,DEF,25,2.6
Lacroix,CRY,DEF,26,3.0
S.Bueno,WOL,DEF,21,2.9
S.Bueno,WOL,DEF,22,2.9
S.Bueno,WOL,DEF,23,2.5
S.Bueno,WOL,DEF,24,2.4
S.Bueno,WOL,DEF,25,2.9
S.Bueno,WOL,DEF,26,2.5
Konsa,AVL,DEF,21,2.9
Konsa,AVL,DEF,22,3.2
Konsa,AVL,DEF,23,3.1
Konsa,AVL,DEF,24,3.0
Konsa,AVL,DEF,25,3.1
Konsa,AVL,DEF,26,3.1
Dalot,MUN,DEF,21,2.9
Dalot,MUN,DEF,22,3.0
Dalot,MUN,DEF,23,3.1
Dalot,MUN,DEF,24,2.9
Dalot,MUN,DEF,25,3.4
Dalot,MUN,DEF,26,3.0
Zinchenko,ARS,DEF,21,2.9
Zinchenko,ARS,DEF,22,2.8
Zinchenko,ARS,DEF,23,2.8
Zinchenko,ARS,DEF,24,2.8
Zinchenko,ARS,DEF,25,2.7
